Detected CSV format: v2.1 (with device arch and worker core count)
Using architecture from CSV: blackhole
Architecture: blackhole, Worker cores: 120
Sorting CSV by 'HOST START TS' column...
Using operations after 'decode_1_start'.
Using operations until 'decode_1_end'.
Detected data from 32 devices. Merging device data...

🚀 Performance Report 🚀
========================

ID      Total %  Bound  OP Code                                        Device   Device Time  Op-to-Op Gap  Cores  DRAM      DRAM %  FLOPs        FLOPs %  Math Fidelity
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 11664    0.0 %         TilizeWithValPaddingDeviceOperation                 15         3 μs                    1                                                     INT32 => INT32
 19320    0.0 %         SliceDeviceOperation                                12         1 μs        130 μs      2                                                       BF16 => BF16
 19356    0.0 %         RotaryEmbeddingLlamaDeviceOperation                 31         8 μs        179 μs    120                                                 BF16, BF16 => BF16
 19377    0.0 %         ReshapeViewDeviceOperation                           4         3 μs        180 μs     64                                                       BF16 => BF16
 19431    0.0 %         InterleavedToShardedDeviceOperation                 17         1 μs        191 μs     32                                                       BF16 => BF16
 19463    0.0 %         PagedUpdateCacheDeviceOperation                     17         3 μs        129 μs     32                                                 BF16, BF16 => BF16
 19489    0.0 %         ConcatDeviceOperation                               24         8 μs        181 μs    120                                                 BF16, BF16 => BF16
 19500    0.0 %         ConcatDeviceOperation                                3        29 μs        195 μs    120                                                 BF16, BF16 => BF16
 19548    0.0 %         SdpaDecodeDeviceOperation                           31        28 μs      1,067 μs     64                                                 BF16, BF16 => BF16
 19590    0.0 %         TransposeDeviceOperation                            18         8 μs        135 μs    120                                                       BF16 => BF16
 19621    0.0 %   SLOW  MatmulDeviceOperation b={16} x 32 x 512 x 128       19        13 μs        179 μs     64   80 GB/s  15.7 %   5.2 TFLOPs    2.9 %  HiFi2 BF16 x BFP8 => BF16
 19628    0.0 %         TransposeDeviceOperation                             3         3 μs        163 μs    120                                                       BF16 => BF16
 19664    0.0 %         ReshapeViewDeviceOperation                           8        17 μs        141 μs     64                                                       BF16 => BF16
 19715    0.0 %   SLOW  MatmulDeviceOperation 32 x 2048 x 7168              26        54 μs        180 μs    112  281 GB/s  54.8 %  17.4 TFLOPs    5.6 %  HiFi2 BF16 x BFP8 => BF16
 19741    0.0 %         ReduceScatterDeviceOperation                         0        82 μs        820 μs     12                                                       BF16 => BF16
 19760    0.0 %         TypecastDeviceOperation                              8         2 μs        118 μs     28                                                       BF16 => FP32
 19806    0.0 %         BinaryNgDeviceOperation                             22         2 μs        192 μs    120                                                 FP32, FP32 => FP32
 19847    0.2 %         ReshapeViewDeviceOperation                          17        36 μs     13,197 μs    120                                                       FP32 => FP32
 19876    0.8 %         ReshapeViewDeviceOperation                          27        22 μs     47,076 μs     28                                                       FP32 => FP32
 19883    0.0 %         LayerNormPreAllGatherDeviceOperation                 0        15 μs      1,255 μs      1                                                       FP32 => FP32
 19939    0.0 %         SliceDeviceOperation                                24         1 μs        147 μs      1                                                       FP32 => FP32
 19947    0.0 %         AllBroadcastDeviceOperation                         16        69 μs        599 μs      2                                                       FP32 => FP32
 19986    0.0 %         UntilizeWithUnpaddingDeviceOperation                 8        10 μs        128 μs      1                                                       FP32 => FP32
 20026    0.0 %         UntilizeWithUnpaddingDeviceOperation                12        10 μs        113 μs      1                                                       FP32 => FP32
 20066    0.0 %         UntilizeWithUnpaddingDeviceOperation                20        10 μs         86 μs      1                                                       FP32 => FP32
 20087    0.0 %         UntilizeWithUnpaddingDeviceOperation                15        10 μs         87 μs      1                                                       FP32 => FP32
 20113    0.0 %         UntilizeWithUnpaddingDeviceOperation                 9        10 μs         83 μs      1                                                       FP32 => FP32
 20154    0.0 %         UntilizeWithUnpaddingDeviceOperation                12        10 μs         83 μs      1                                                       FP32 => FP32
 20197    0.0 %         UntilizeWithUnpaddingDeviceOperation                26        10 μs         79 μs      1                                                       FP32 => FP32
 20229    0.0 %         UntilizeWithUnpaddingDeviceOperation                26        10 μs         82 μs      1                                                       FP32 => FP32
 20255    0.0 %         PermuteDeviceOperation                              23         2 μs        108 μs      1                                                       FP32 => FP32
 20272    0.0 %         PermuteDeviceOperation                              10         2 μs        131 μs      1                                                       FP32 => FP32
 20300    0.0 %         PermuteDeviceOperation                               1         2 μs        115 μs      1                                                       FP32 => FP32
 20361    0.0 %         PermuteDeviceOperation                              17         2 μs        114 μs      1                                                       FP32 => FP32
 20390    0.0 %         PermuteDeviceOperation                              27         2 μs        107 μs      1                                                       FP32 => FP32
 20408    0.0 %         PermuteDeviceOperation                              14         2 μs        110 μs      1                                                       FP32 => FP32
 20447    0.0 %         PermuteDeviceOperation                              23         2 μs        109 μs      1                                                       FP32 => FP32
 20477    0.0 %         PermuteDeviceOperation                              30         2 μs        136 μs      1                                                       FP32 => FP32
 20516    0.0 %         ConcatDeviceOperation                               25         1 μs        265 μs      8                                                 FP32, FP32 => FP32
 20529    0.0 %         PermuteDeviceOperation                               9         3 μs        168 μs      1                                                       FP32 => FP32
 20566    0.0 %         TilizeWithValPaddingDeviceOperation                  7         4 μs        134 μs      1                                                       FP32 => FP32
 20614    0.0 %         FillPadDeviceOperation                              27         7 μs        380 μs      1                                                       FP32 => FP32
 20620    0.0 %         ReduceDeviceOperation                                1         1 μs        146 μs      1                                                       FP32 => FP32
 20665    0.0 %         BinaryNgDeviceOperation                             13         4 μs        240 μs    120                                                 FP32, FP32 => FP32
 20708    0.0 %         BinaryNgDeviceOperation                             25         4 μs        221 μs    120                                                 FP32, FP32 => FP32
 20723    0.0 %         UnaryDeviceOperation                                 4         2 μs        198 μs    120                                                       FP32 => FP32
 20755    0.1 %         ReshapeViewDeviceOperation                           4         4 μs      7,581 μs     32                                                       FP32 => FP32
 20795    0.0 %         BinaryNgDeviceOperation                             28        37 μs      1,053 μs    120                                                 FP32, FP32 => FP32
 20837    0.2 %         BinaryNgDeviceOperation                             26        39 μs     13,770 μs    120                                                 FP32, FP32 => BF16
 20851    0.1 %         ReshapeViewDeviceOperation                           4        20 μs      3,398 μs     28                                                       BF16 => BF16
 20877    0.0 %         TypecastDeviceOperation                              2         2 μs        938 μs     28                                                       BF16 => FP32
 20913    0.4 %   SLOW  MatmulDeviceOperation 32 x 896 x 256                 9        13 μs     22,577 μs      8   29 GB/s   5.6 %   1.1 TFLOPs   10.0 %  HiFi4 FP32 x BFP8 => FP32
 20959    1.7 %         AllGatherDeviceOperation                             0        46 μs     99,392 μs     12                                                       FP32 => FP32
 20995    0.3 %         PermuteDeviceOperation                              24         9 μs     19,812 μs    120                                                       FP32 => FP32
 21003    1.1 %         ReduceDeviceOperation                                0         8 μs     61,591 μs    120                                                       FP32 => FP32
 21038    0.1 %         PermuteDeviceOperation                               3         5 μs      8,275 μs    120                                                       FP32 => FP32
 21068    0.0 %         TypecastDeviceOperation                              1         1 μs      1,906 μs      8                                                       FP32 => BF16
 21104    0.0 %         TypecastDeviceOperation                             10         1 μs      1,053 μs      8                                                       FP32 => BF16
 21160    0.2 %         UntilizeWithUnpaddingDeviceOperation                18         4 μs      9,852 μs      1                                                       BF16 => BF16
 21179    0.1 %         RepeatDeviceOperation                               28         2 μs      8,094 μs    120                                                       BF16 => BF16
 21218    0.2 %         TilizeDeviceOperation                               20         3 μs     13,472 μs      1                                                       BF16 => BF16
 21247    1.0 %         DeepseekGroupedGateDeviceOperation                  23        55 μs     56,937 μs      1                                                 BF16, BF16 => BF16
 21264    0.1 %         ReshapeViewDeviceOperation                          10         3 μs      8,446 μs     32                                                       BF16 => BF16
 21312    0.2 %         TypecastDeviceOperation                             22         1 μs     12,230 μs      1                                                    UINT16 => INT32
 21332    7.5 %         UntilizeWithUnpaddingDeviceOperation                 5        15 μs    434,846 μs     32                                                       BF16 => BF16
 21355    0.6 %         AllBroadcastDeviceOperation                         16        63 μs     33,313 μs      2                                                       BF16 => BF16
 21401    0.1 %         ConcatDeviceOperation                               13         4 μs      7,862 μs     32                                                 BF16, BF16 => BF16
 21444    1.0 %         CopyDeviceOperation                                 25         3 μs     60,215 μs     32                                                       BF16 => BF16
 21472    0.1 %         UntilizeWithUnpaddingDeviceOperation                22        10 μs      5,519 μs      1                                                     INT32 => INT32
 21485    0.3 %         TypecastDeviceOperation                              2         1 μs     14,622 μs     32                                                    INT32 => UINT16
 21537    0.1 %         InterleavedToShardedDeviceOperation                 21         1 μs      6,865 μs     32                                                   UINT16 => UINT16
 21573    0.2 %         UntilizeWithUnpaddingDeviceOperation                26         1 μs     11,055 μs     32                                                       BF16 => BF16
 21590    0.1 %         InterleavedToShardedDeviceOperation                  7         1 μs      5,575 μs     32                                                       BF16 => BF16
 21614    2.1 %         AllToAllDispatchMetadataDeviceOperation              4        80 μs    120,956 μs      2                                               BF16, UINT16 => BF16
 21646    6.0 %         MoEComputeDeviceOperation                            4       698 μs    348,288 μs     36                                             BF16, UINT16 => UINT32
 21675    1.8 %         TilizeDeviceOperation                                0       105 μs    104,693 μs    112                                                       BF16 => BF16
 21725    1.7 %         TilizeWithValPaddingDeviceOperation                 30         4 μs     96,996 μs      1                                                       BF16 => BF16
 21769    0.1 %         TransposeDeviceOperation                            17         1 μs      4,434 μs    120                                                       BF16 => BF16
 21773    0.0 %         ReshapeViewDeviceOperation                           2         4 μs      2,064 μs      8                                                       BF16 => BF16
 21823    1.8 %         BinaryNgDeviceOperation                             23        24 μs    102,918 μs    120                                                 BF16, BF16 => BF16
 21851    1.8 %         FastReduceNCDeviceOperation                         28        13 μs    103,173 μs    120                                                       BF16 => BF16
 21887    0.0 %         ReduceScatterDeviceOperation                         0        84 μs      1,814 μs     12                                                       BF16 => BF16
 21903    1.7 %         TypecastDeviceOperation                             11         1 μs     98,991 μs     28                                                       BF16 => BF16
 21954    0.2 %   SLOW  MatmulDeviceOperation 32 x 896 x 2048               20        17 μs      9,471 μs     64  117 GB/s  22.9 %   6.8 TFLOPs    3.8 %  HiFi2 BF16 x BFP8 => BF16
 21983    2.5 %         ReduceScatterDeviceOperation                         0        68 μs    142,715 μs     12                                                       BF16 => BF16
 22015    2.5 %         AllGatherDeviceOperation                             0        47 μs    146,925 μs     12                                                       BF16 => BF16
 22050    1.7 %         TypecastDeviceOperation                             20         2 μs     96,987 μs     64                                                       BF16 => FP32
 22081    0.0 %   SLOW  MatmulDeviceOperation 32 x 896 x 2048               21        17 μs      1,245 μs     64  117 GB/s  22.9 %   6.8 TFLOPs    3.8 %  HiFi2 BF16 x BFP8 => BF16
 22111    0.0 %         ReduceScatterDeviceOperation                         0        77 μs        758 μs     12                                                       BF16 => BF16
 22143    0.0 %         AllGatherDeviceOperation                             0        47 μs        472 μs     12                                                       BF16 => BF16
 22168    0.0 %         TypecastDeviceOperation                             14         2 μs        166 μs     64                                                       BF16 => FP32
 22209    0.0 %         BinaryNgDeviceOperation                             21         5 μs        253 μs    120                                                 FP32, FP32 => BF16
 22248    1.8 %   SLOW  MatmulDeviceOperation 32 x 2048 x 896               18        30 μs    107,229 μs     28   67 GB/s  13.1 %   3.9 TFLOPs    5.0 %  HiFi2 BF16 x BFP8 => BF16
 22274    1.9 %         BinaryNgDeviceOperation                             20         2 μs    109,387 μs    120                                                 BF16, BF16 => FP32
 22294    0.0 %         BinaryNgDeviceOperation                              7         2 μs      1,808 μs    120                                                 FP32, FP32 => FP32
 22318    0.0 %         LayerNormPreAllGatherDeviceOperation                 0        15 μs        526 μs      1                                                       FP32 => FP32
 22354    0.0 %         SliceDeviceOperation                                11         1 μs        132 μs      1                                                       FP32 => FP32
 22382    0.0 %         AllBroadcastDeviceOperation                         16        78 μs      2,111 μs      2                                                       FP32 => FP32
 22433    0.0 %         UntilizeWithUnpaddingDeviceOperation                31        10 μs        162 μs      1                                                       FP32 => FP32
 22464    0.0 %         UntilizeWithUnpaddingDeviceOperation                30        10 μs        122 μs      1                                                       FP32 => FP32
 22505    0.0 %         UntilizeWithUnpaddingDeviceOperation                27        10 μs         85 μs      1                                                       FP32 => FP32
 22513    0.0 %         UntilizeWithUnpaddingDeviceOperation                 3        10 μs         91 μs      1                                                       FP32 => FP32
 22561    0.0 %         UntilizeWithUnpaddingDeviceOperation                31        10 μs         82 μs      1                                                       FP32 => FP32
 22596    0.0 %         UntilizeWithUnpaddingDeviceOperation                21        10 μs         81 μs      1                                                       FP32 => FP32
 22612    0.0 %         UntilizeWithUnpaddingDeviceOperation                 9        10 μs         78 μs      1                                                       FP32 => FP32
 22651    0.0 %         UntilizeWithUnpaddingDeviceOperation                14        10 μs         89 μs      1                                                       FP32 => FP32
 22699    0.0 %         PermuteDeviceOperation                              18         2 μs        106 μs      1                                                       FP32 => FP32
 22704    0.0 %         PermuteDeviceOperation                               2         2 μs        124 μs      1                                                       FP32 => FP32
 22764    0.0 %         PermuteDeviceOperation                              17         2 μs        111 μs      1                                                       FP32 => FP32
 22778    0.0 %         PermuteDeviceOperation                              15         2 μs        115 μs      1                                                       FP32 => FP32
 22806    0.0 %         PermuteDeviceOperation                               4         2 μs        108 μs      1                                                       FP32 => FP32
 22837    0.0 %         PermuteDeviceOperation                               8         2 μs        110 μs      1                                                       FP32 => FP32
 22878    0.0 %         PermuteDeviceOperation                              28         2 μs        122 μs      1                                                       FP32 => FP32
 22896    0.0 %         PermuteDeviceOperation                               2         2 μs        152 μs      1                                                       FP32 => FP32
 22942    0.0 %         ConcatDeviceOperation                               28         1 μs        258 μs      8                                                 FP32, FP32 => FP32
 22963    0.0 %         PermuteDeviceOperation                              10         3 μs        157 μs      1                                                       FP32 => FP32
 23009    0.0 %         TilizeWithValPaddingDeviceOperation                 31         4 μs        139 μs      1                                                       FP32 => FP32
 23040    0.0 %         FillPadDeviceOperation                              30         7 μs        399 μs      1                                                       FP32 => FP32
 23070    0.0 %         ReduceDeviceOperation                               28         1 μs        161 μs      1                                                       FP32 => FP32
 23115    0.0 %         BinaryNgDeviceOperation                             18         4 μs        246 μs    120                                                 FP32, FP32 => FP32
 23123    0.0 %         BinaryNgDeviceOperation                             10         4 μs        227 μs    120                                                 FP32, FP32 => FP32
 23181    0.0 %         UnaryDeviceOperation                                16         2 μs        204 μs    120                                                       FP32 => FP32
 23213    0.0 %         BinaryNgDeviceOperation                             16         9 μs        265 μs    120                                                 FP32, FP32 => FP32
 23223    1.9 %         BinaryNgDeviceOperation                              5        13 μs    108,220 μs    120                                                 FP32, FP32 => FP32
 23249    1.9 %   SLOW  MatmulDeviceOperation 32 x 896 x 129280              3       444 μs    110,340 μs    119  298 GB/s  58.3 %  16.7 TFLOPs   10.1 %  HiFi4 FP32 x BFP8 => FP32
 23298    3.3 %         ReduceScatterDeviceOperation                         0       281 μs    189,290 μs     20                                                       FP32 => FP32
 23330    3.1 %         AllGatherDeviceOperation                             0       229 μs    178,344 μs     20                                                       FP32 => FP32
 23348    2.2 %         UntilizeDeviceOperation                              9       104 μs    125,120 μs    119                                                       FP32 => FP32
 23387    1.8 %         ArgMaxDeviceOperation                               14     1,268 μs    105,226 μs    120                                                     FP32 => UINT32
 23433    1.7 %         TilizeWithValPaddingDeviceOperation                 27         4 μs     96,631 μs      1                                                   UINT32 => UINT32
 23466    1.9 %         TypecastDeviceOperation                             19         1 μs    109,679 μs      1                                                    UINT32 => INT32
 23490    2.2 %         AllGatherDeviceOperation                             0        20 μs    125,968 μs      4                                                     INT32 => INT32
 23520    2.0 %         BinaryNgDeviceOperation                             30         2 μs    117,347 μs    120                                              INT32, INT32 => INT32
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
        100.0 %         371 device ops, 0 host ops, 0 signposts                    7,418 μs  5,806,875 μs

💡 Advice 💡
============

High Op-to-Op Gap
----------------
 11689    0.4 %         BinaryNgDeviceOperation                             10         2 μs     24,053 μs    120                                               INT32, INT32 => BF16
 11721    0.2 %         TypecastDeviceOperation                             10         1 μs     11,984 μs      1                                                    INT32 => UINT32
 11772    0.1 %         ReshapeViewDeviceOperation                          24         4 μs      6,554 μs      1                                                   UINT32 => UINT32
 11800    0.1 %         UntilizeWithUnpaddingDeviceOperation                23         1 μs      4,676 μs      1                                                   UINT32 => UINT32
 11842    0.2 %         EmbeddingsDeviceOperation                           17         6 μs     11,731 μs      1                                               UINT32, BF16 => BF16
 11873    0.0 %         TypecastDeviceOperation                             18         2 μs      1,014 μs     28                                                       BF16 => FP32
 11877    0.2 %         LayerNormPreAllGatherDeviceOperation                 0        15 μs     11,549 μs      1                                                       FP32 => FP32
 11914    0.1 %         SliceDeviceOperation                                10         1 μs      6,542 μs      1                                                       FP32 => FP32
 11941    0.7 %         AllBroadcastDeviceOperation                         16        60 μs     40,666 μs      2                                                       FP32 => FP32
 11991    0.2 %         UntilizeWithUnpaddingDeviceOperation                30        10 μs     11,111 μs      1                                                       FP32 => FP32
 12009    0.0 %         UntilizeWithUnpaddingDeviceOperation                11        10 μs      1,232 μs      1                                                       FP32 => FP32
 12048    0.0 %         UntilizeWithUnpaddingDeviceOperation                 7        10 μs        102 μs      1                                                       FP32 => FP32
 12100    0.0 %         UntilizeWithUnpaddingDeviceOperation                16        10 μs         91 μs      1                                                       FP32 => FP32
 12125    0.0 %         UntilizeWithUnpaddingDeviceOperation                24        10 μs         98 μs      1                                                       FP32 => FP32
 12133    0.0 %         UntilizeWithUnpaddingDeviceOperation                 0        10 μs         84 μs      1                                                       FP32 => FP32
 12194    0.0 %         UntilizeWithUnpaddingDeviceOperation                18        10 μs         75 μs      1                                                       FP32 => FP32
 12208    0.0 %         UntilizeWithUnpaddingDeviceOperation                 7        10 μs         75 μs      1                                                       FP32 => FP32
 12229    0.2 %         PermuteDeviceOperation                               0         2 μs     11,597 μs      1                                                       FP32 => FP32
 12261    0.0 %         PermuteDeviceOperation                               0         2 μs      1,167 μs      1                                                       FP32 => FP32
 12303    0.0 %         PermuteDeviceOperation                               6         2 μs        124 μs      1                                                       FP32 => FP32
 12334    0.0 %         PermuteDeviceOperation                               5         2 μs        111 μs      1                                                       FP32 => FP32
 12387    0.0 %         PermuteDeviceOperation                              17         2 μs        108 μs      1                                                       FP32 => FP32
 12396    0.0 %         PermuteDeviceOperation                               8         2 μs        107 μs      1                                                       FP32 => FP32
 12428    0.0 %         PermuteDeviceOperation                               8         2 μs        106 μs      1                                                       FP32 => FP32
 12468    0.0 %         PermuteDeviceOperation                              12         2 μs        115 μs      1                                                       FP32 => FP32
 12487    0.1 %         ConcatDeviceOperation                                2         1 μs      5,962 μs      8                                                 FP32, FP32 => FP32
 12543    0.1 %         PermuteDeviceOperation                              26         3 μs      7,442 μs      1                                                       FP32 => FP32
 12561    0.1 %         TilizeWithValPaddingDeviceOperation                 15         4 μs      5,279 μs      1                                                       FP32 => FP32
 12608    0.2 %         FillPadDeviceOperation                              27         7 μs     12,669 μs      1                                                       FP32 => FP32
 12629    0.2 %         ReduceDeviceOperation                               28         1 μs     11,382 μs      1                                                       FP32 => FP32
 12650    0.6 %         BinaryNgDeviceOperation                             10         4 μs     35,433 μs    120                                                 FP32, FP32 => FP32
 12705    0.2 %         BinaryNgDeviceOperation                             19         4 μs     12,198 μs    120                                                 FP32, FP32 => FP32
 12723    0.2 %         UnaryDeviceOperation                                13         2 μs     14,175 μs    120                                                       FP32 => FP32
 12772    0.1 %         BinaryNgDeviceOperation                             16         8 μs      6,508 μs    120                                                 FP32, FP32 => FP32
 12800    0.2 %         BinaryNgDeviceOperation                             27        13 μs     14,179 μs    120                                                 FP32, FP32 => BF16
 12828    0.3 %   SLOW  MatmulDeviceOperation 32 x 896 x 2304               20        18 μs     15,714 μs     72  124 GB/s  24.3 %   7.2 TFLOPs    3.6 %  HiFi2 BF16 x BFP8 => BF16
 12857    1.4 %         AllGatherDeviceOperation                             0        59 μs     79,086 μs     12                                                       BF16 => BF16
 12899    0.3 %         FastReduceNCDeviceOperation                         17         5 μs     14,720 μs     72                                                       BF16 => BF16
 12916    0.1 %         SliceDeviceOperation                                12         1 μs      4,945 μs     18                                                       BF16 => BF16
 12944    0.0 %         SliceDeviceOperation                                 7         1 μs      2,368 μs     48                                                       BF16 => BF16
 12988    0.0 %         SliceDeviceOperation                                20         1 μs      1,727 μs      4                                                       BF16 => BF16
 13016    0.0 %         TypecastDeviceOperation                             31         1 μs      1,903 μs      4                                                       BF16 => FP32
 13033    0.1 %         ReshapeViewDeviceOperation                          11         7 μs      3,204 μs    120                                                       FP32 => FP32
 13084    0.2 %         LayerNormDeviceOperation                            20         9 μs     14,427 μs     32                                                 FP32, BF16 => FP32
 13112    0.7 %         TypecastDeviceOperation                             31         3 μs     39,178 μs    120                                                       FP32 => BF16
 13128    0.0 %         SliceDeviceOperation                                 3         2 μs      2,433 μs     64                                                       BF16 => BF16
 13165    0.1 %         ReshapeViewDeviceOperation                           4         2 μs      7,647 μs     32                                                       BF16 => BF16
 13196    0.1 %         TransposeDeviceOperation                             8         1 μs      8,206 μs    120                                                       BF16 => BF16
 13240    0.1 %         ReshapeViewDeviceOperation                          31        52 μs      7,165 μs      2                                                       BF16 => BF16
 13269    0.2 %         BinaryNgDeviceOperation                             28         2 μs     13,406 μs    120                                               INT32, INT32 => FP32
 13299    0.0 %         TypecastDeviceOperation                             13         1 μs      1,524 μs      1                                                       BF16 => FP32
 13336    0.0 %         TilizeWithValPaddingDeviceOperation                 31         3 μs        200 μs      1                                                     INT32 => INT32
 13380    0.2 %         TypecastDeviceOperation                             16         1 μs     10,965 μs      1                                                      INT32 => FP32
 13405    0.2 %         TernaryDeviceOperation                              24         2 μs     14,062 μs    120                                                 FP32, FP32 => FP32
 13444    0.7 %         TypecastDeviceOperation                             16         1 μs     39,035 μs      1                                                     FP32 => UINT32
 13470    0.0 %         UntilizeWithUnpaddingDeviceOperation                25         1 μs      1,881 μs      1                                                   UINT32 => UINT32
 13485    0.1 %         UntilizeDeviceOperation                              4        18 μs      3,653 μs    103                                                       BF16 => BF16
 13515    0.1 %         EmbeddingsDeviceOperation                            9         1 μs      6,791 μs      1                                               UINT32, BF16 => BF16
 13560    0.2 %         TilizeWithValPaddingDeviceOperation                 31         3 μs     10,738 μs      1                                                       BF16 => BF16
 13598    0.0 %         UntilizeDeviceOperation                             25        18 μs      1,128 μs    103                                                       BF16 => BF16
 13611    0.0 %         EmbeddingsDeviceOperation                            9         1 μs        101 μs      1                                               UINT32, BF16 => BF16
 13664    0.0 %         TilizeWithValPaddingDeviceOperation                 27         3 μs        114 μs      1                                                       BF16 => BF16
 13694    0.2 %         UntilizeWithUnpaddingDeviceOperation                25         2 μs     11,459 μs      1                                                       BF16 => BF16
 13715    0.1 %         RepeatDeviceOperation                               13         2 μs      6,441 μs    120                                                       BF16 => BF16
 13739    0.1 %         TilizeDeviceOperation                                9         2 μs      4,942 μs      1                                                       BF16 => BF16
 13783    0.0 %         UntilizeWithUnpaddingDeviceOperation                30         1 μs      1,068 μs      1                                                       BF16 => BF16
 13806    0.0 %         RepeatDeviceOperation                                5         2 μs        124 μs    120                                                       BF16 => BF16
 13858    0.0 %         TilizeDeviceOperation                               18         2 μs        132 μs      1                                                       BF16 => BF16
 13873    0.0 %         UntilizeWithUnpaddingDeviceOperation                15         2 μs        149 μs      1                                                       BF16 => BF16
 13922    0.0 %         RepeatDeviceOperation                               18        16 μs      1,467 μs    120                                                       BF16 => BF16
 13946    0.0 %         TilizeDeviceOperation                               22         2 μs      1,943 μs     16                                                       BF16 => BF16
 13976    0.0 %         UntilizeWithUnpaddingDeviceOperation                31         1 μs        979 μs      1                                                       BF16 => BF16
 14008    0.0 %         RepeatDeviceOperation                               31        17 μs        117 μs    120                                                       BF16 => BF16
 14040    0.0 %         TilizeDeviceOperation                               31         2 μs        113 μs     16                                                       BF16 => BF16
 14070    0.2 %         RotaryEmbeddingLlamaDeviceOperation                 29         8 μs     12,809 μs    120                                                 BF16, BF16 => BF16
 14091    0.1 %         ReshapeViewDeviceOperation                           9         5 μs      7,140 μs     32                                                       BF16 => BF16
 14140    0.6 %         PermuteDeviceOperation                              20         1 μs     34,356 μs     32                                                       BF16 => BF16
 14157    0.1 %         ReshapeViewDeviceOperation                           4        15 μs      7,853 μs      2                                                       BF16 => BF16
 14209    0.0 %         SliceDeviceOperation                                19         1 μs      2,376 μs     64                                                       BF16 => BF16
 14227    0.1 %         ReshapeViewDeviceOperation                          13        19 μs      5,185 μs      2                                                       BF16 => BF16
 14270    0.0 %         ConcatDeviceOperation                               25         1 μs      1,541 μs      4                                                 BF16, BF16 => BF16
 14284    0.2 %   SLOW  MatmulDeviceOperation 32 x 128 x 128                 8         3 μs     14,407 μs      4   13 GB/s   2.5 %   0.4 TFLOPs    3.7 %  HiFi2 BF16 x BFP8 => BF16
 14335    0.2 %         ReshapeViewDeviceOperation                          26         4 μs      9,135 μs    120                                                       BF16 => BF16
 14365    0.0 %         UntilizeWithUnpaddingDeviceOperation                24         1 μs      1,735 μs      1                                                     INT32 => INT32
 14386    0.1 %         RepeatDeviceOperation                               14         1 μs      5,915 μs    120                                                     INT32 => INT32
 14424    0.1 %         TilizeWithValPaddingDeviceOperation                 31         3 μs      5,022 μs      1                                                     INT32 => INT32
 14460    0.1 %         InterleavedToShardedDeviceOperation                 20         1 μs      6,628 μs     32                                                       BF16 => BF16
 14488    0.1 %         UntilizeWithUnpaddingDeviceOperation                31         1 μs      4,746 μs      1                                                     INT32 => INT32
 14530    0.8 %         PagedUpdateCacheDeviceOperation                     18         3 μs     45,901 μs     32                                                 BF16, BF16 => BF16
 14535    0.3 %         MeshPartitionDeviceOperation                        30         1 μs     14,544 μs      6                                                       BF16 => BF16
 14585    1.2 %         AllGatherDeviceOperation                             0        42 μs     69,488 μs     12                                                       BF16 => BF16
 14616    0.8 %         LayerNormDeviceOperation                            31        25 μs     48,494 μs      1                                                 BF16, BF16 => BF16
 14657    0.3 %   SLOW  MatmulDeviceOperation 32 x 1536 x 3072              19        36 μs     17,407 μs     96  140 GB/s  27.4 %   8.5 TFLOPs    3.2 %  HiFi2 BF16 x BFP8 => BF16
 14674    0.2 %         ReshapeViewDeviceOperation                          14        32 μs      9,717 μs    120                                                       BF16 => BF16
 14724    0.1 %         SliceDeviceOperation                                16         1 μs      7,502 μs    120                                                       BF16 => BF16
 14740    0.1 %         PermuteDeviceOperation                              12        33 μs      7,900 μs    120                                                       BF16 => BF16
 14782    0.1 %         ReshapeViewDeviceOperation                          25        16 μs      7,481 μs     64                                                       BF16 => BF16
 14814    0.2 %   SLOW  MatmulDeviceOperation b={16} x 32 x 128 x 512       25        27 μs     14,101 μs     16   39 GB/s   7.6 %   2.5 TFLOPs    5.6 %  HiFi2 BF16 x BFP8 => BF16
 14822    0.8 %         TransposeDeviceOperation                             1        13 μs     45,486 μs    120                                                       BF16 => BF16
 14873    0.0 %         SliceDeviceOperation                                23         1 μs      2,092 μs     16                                                       BF16 => BF16
 14906    0.1 %         ReshapeViewDeviceOperation                          22        13 μs      3,339 μs    120                                                       BF16 => BF16
 14921    0.2 %         LayerNormDeviceOperation                            11        12 μs     13,029 μs     32                                                 BF16, BF16 => BF16
 14952    0.0 %         InterleavedToShardedDeviceOperation                  3         4 μs      2,142 μs     32                                                       BF16 => BF16
 15005    0.2 %         PagedUpdateCacheDeviceOperation                     24         8 μs     12,787 μs     32                                                 BF16, BF16 => BF16
 15017    0.0 %         SliceDeviceOperation                                11         1 μs      2,624 μs     64                                                       BF16 => BF16
 15048    0.1 %         ReshapeViewDeviceOperation                           3         5 μs      2,920 μs     32                                                       BF16 => BF16
 15097    0.2 %         RotaryEmbeddingLlamaDeviceOperation                 23         8 μs     13,976 μs    120                                                 BF16, BF16 => BF16
 15133    0.1 %         ReshapeViewDeviceOperation                          24         3 μs      6,643 μs     64                                                       BF16 => BF16
 15157    0.0 %         SliceDeviceOperation                                28         1 μs      1,531 μs      2                                                       BF16 => BF16
