OP CODE,OP TYPE,GLOBAL CALL COUNT,DEVICE ID,ATTRIBUTES,MATH FIDELITY,CORE COUNT,PARALLELIZATION STRATEGY,HOST START TS,HOST END TS,HOST DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns],DEVICE FW DURATION [ns],DEVICE KERNEL DURATION [ns],DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DURATION PER CORE MIN [ns],DEVICE KERNEL DURATION PER CORE MAX [ns],DEVICE KERNEL DURATION PER CORE AVG [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],DEVICE COMPUTE CB WAIT FRONT [ns],DEVICE COMPUTE CB RESERVE BACK [ns],DISPATCH TOTAL CQ CMD OP TIME [ns],DISPATCH GO SEND WAIT TIME [ns],INPUT_0_W_PAD[LOGICAL],INPUT_0_Z_PAD[LOGICAL],INPUT_0_Y_PAD[LOGICAL],INPUT_0_X_PAD[LOGICAL],INPUT_0_LAYOUT,INPUT_0_DATATYPE,INPUT_0_MEMORY,OUTPUT_0_W_PAD[LOGICAL],OUTPUT_0_Z_PAD[LOGICAL],OUTPUT_0_Y_PAD[LOGICAL],OUTPUT_0_X_PAD[LOGICAL],OUTPUT_0_LAYOUT,OUTPUT_0_DATATYPE,OUTPUT_0_MEMORY,OUTPUT_1_W_PAD[LOGICAL],OUTPUT_1_Z_PAD[LOGICAL],OUTPUT_1_Y_PAD[LOGICAL],OUTPUT_1_X_PAD[LOGICAL],OUTPUT_1_LAYOUT,OUTPUT_1_DATATYPE,OUTPUT_1_MEMORY,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,COMPUTE KERNEL SOURCE,COMPUTE KERNEL HASH,DATA MOVEMENT KERNEL SOURCE,DATA MOVEMENT KERNEL HASH,TENSIX DM 0 MAX KERNEL SIZE [B],TENSIX DM 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 0 MAX KERNEL SIZE [B],TENSIX COMPUTE 1 MAX KERNEL SIZE [B],TENSIX COMPUTE 2 MAX KERNEL SIZE [B],ACTIVE ETH DM 0 MAX KERNEL SIZE [B],ACTIVE ETH DM 1 MAX KERNEL SIZE [B],IDLE ETH DM 0 MAX KERNEL SIZE [B],IDLE ETH DM 1 MAX KERNEL SIZE [B],PM IDEAL [ns],PM COMPUTE [ns],PM BANDWIDTH [ns],PM REQ I BW,PM REQ O BW,PM FPU UTIL (%),NOC UTIL (%),DRAM BW UTIL (%),NPE CONG IMPACT (%),SFPU Util Min (%),SFPU Util Median (%),SFPU Util Max (%),Avg SFPU util on full grid (%),FPU Util Min (%),FPU Util Median (%),FPU Util Max (%),Avg FPU util on full grid (%),MATH Util Min (%),MATH Util Median (%),MATH Util Max (%),Avg Math util on full grid (%)
ReduceScatterMinimalAsync,tt_dnn_device,96264,8,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '80'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '2'; 'num_links': '4'; 'num_worker_per_link': '8'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,72,,161754216899,161754310199,93300,966126282623,966126410943,3859485021,3859485021,128320,118418,118418,63925,118356,95385,889,118408,97259,97337,93541,95875,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/743988208712330531/'; 'ring_reduce_scatter_minimal_async_reader/7282800334769768013/'; 'tt_fabric_mux/9532574848291330944/'],7016,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,96268,12,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '80'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '2'; 'num_links': '4'; 'num_worker_per_link': '8'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,72,,161754310710,161754377741,67031,967970438162,967970555885,3859487606,3859487606,117723,107787,107787,63095,107648,90334,822,107770,95415,95449,89747,92908,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/15421749584822800001/'; 'ring_reduce_scatter_minimal_async_reader/6256269281005910871/'; 'tt_fabric_mux/9532574848291330944/'],7008,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,96271,15,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '80'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '2'; 'num_links': '4'; 'num_worker_per_link': '8'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,72,,161754378021,161754436419,58398,1071137842722,1071137961103,3859500400,3859500400,118381,108492,108492,62053,108354,84110,824,108484,90557,90627,78883,88200,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/17997812976818607899/'; 'ring_reduce_scatter_minimal_async_reader/5975991979281207860/'; 'tt_fabric_mux/9532574848291330944/'],7076,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,96267,11,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '80'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '2'; 'num_links': '4'; 'num_worker_per_link': '8'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,72,,161754436659,161754490330,53671,967550885341,967550993712,3859498048,3859498048,108371,98439,98439,49938,98379,79224,834,98429,86689,86765,74218,79174,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/5795546209888363644/'; 'ring_reduce_scatter_minimal_async_reader/17019350414694785222/'; 'tt_fabric_mux/9532574848291330944/'],7012,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,96256,0,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '80'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '2'; 'num_links': '4'; 'num_worker_per_link': '8'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,72,,161754490460,161754543570,53110,962651256901,962651361700,3859508197,3859508197,104799,94877,94877,36231,94741,73476,823,94861,76703,76780,71087,73223,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/2612948826752524404/'; 'ring_reduce_scatter_minimal_async_reader/15084281062867654907/'; 'tt_fabric_mux/9532574848291330944/'],7012,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,96263,7,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '80'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '2'; 'num_links': '4'; 'num_worker_per_link': '8'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,72,,161754543680,161754607756,64076,965671400415,965671500751,3859508953,3859508953,100336,90410,90410,36312,90351,69985,854,90403,76056,76125,65405,70104,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/13673394825262898280/'; 'ring_reduce_scatter_minimal_async_reader/14454767050344457542/'; 'tt_fabric_mux/9532574848291330944/'],7000,2000,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,96259,3,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '80'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '2'; 'num_links': '4'; 'num_worker_per_link': '8'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,72,,161754608017,161754656790,48773,964068052160,964068152427,3859509780,3859509780,100267,90365,90365,25787,90246,65476,813,90348,70057,70137,61598,64839,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/11788224092982261598/'; 'ring_reduce_scatter_minimal_async_reader/14119104400534160379/'; 'tt_fabric_mux/9532574848291330944/'],7024,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,97284,4,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '80'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '2'; 'num_links': '4'; 'num_worker_per_link': '8'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,72,,161755866557,161755870964,4407,964498296466,964498427565,1625722,1625722,131099,121108,121108,61413,121019,96558,720,121091,99131,99208,91263,94923,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/1443490508397794347/'; 'ring_reduce_scatter_minimal_async_reader/7168053980478174648/'; 'tt_fabric_mux/9532574848291330944/'],7008,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,97288,8,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '80'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '2'; 'num_links': '4'; 'num_worker_per_link': '8'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,72,,161755871215,161755874279,3064,966128031175,966128151037,1630266,1630266,119862,109825,109825,60648,109686,91880,705,109809,94390,94475,87698,90182,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/743988208712330531/'; 'ring_reduce_scatter_minimal_async_reader/7282800334769768013/'; 'tt_fabric_mux/9532574848291330944/'],7016,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
ReduceScatterMinimalAsync,tt_dnn_device,97292,12,{'barrier_semaphore': 'GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)'; 'chunks_per_sync': '80'; 'cluster_axis': 'std::nullopt'; 'dim': '3'; 'num_buffers_per_channel': '2'; 'num_links': '4'; 'num_worker_per_link': '8'; 'optional_intermediate_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::L1;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'output_mem_config': 'MemoryConfig(memory_layout=TensorMemoryLayout::INTERLEAVED;buffer_type=BufferType::DRAM;shard_spec=std::nullopt;nd_shard_spec=std::nullopt;created_with_nd_shard_spec=0)'; 'ring_size': '8'; 'semaphore': '{GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1); GlobalSemaphore(cores={[(x=0;y=0) - (x=7;y=8)]};buffer_type=BufferType::L1)}'; 'topology': 'Topology::Ring'; 'using_persistent_buffers': 'false'},HiFi4,72,,161755874439,161755876082,1643,967972185658,967972304920,1639822,1639822,119262,109214,109214,59275,109130,86979,748,109198,89925,89971,84453,87102,,,,,,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,1[1],1[1],32[32],4096[4096],TILE,BFLOAT16,DEV_156_L1_INTERLEAVED,1[1],1[1],32[32],512[512],TILE,BFLOAT16,DEV_156_DRAM_INTERLEAVED,,,['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduction.cpp'],['ring_reduction/8393357478901856542/'],['ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_writer.cpp'; 'ttnn/cpp/ttnn/operations/experimental/ccl/reduce_scatter_minimal_async/device/kernels/ring_reduce_scatter_minimal_async_reader.cpp'; 'tt_metal/fabric/impl/kernels/tt_fabric_mux.cpp'],['ring_reduce_scatter_minimal_async_writer/15421749584822800001/'; 'ring_reduce_scatter_minimal_async_reader/6256269281005910871/'; 'tt_fabric_mux/9532574848291330944/'],7008,1948,1648,1168,2280,0,0,0,0,946,1,946,[277.1078186035156],[277.1078186035156; 34.63847732543945],0.001,,,,,,,,,,,,,,,
