activation,dtype,role,csv,coeff_csv,method,degree,segments,max_ulp,runtime_us,ttnn_maxulp,ttnn_us,dump_csv,plot_png,status
i1,bf16,fastest_ttnn_ulp_match,i1_n7d5_s1_uniform_rational_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/i1_n7d5_s1_uniform_rational_ulp.csv,rational,7d5,1,0.5,2.7,0.5,7.4,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/i1/fastest_ttnn_ulp_match_i1_n7d5_s1_uniform_rational_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/i1.png,ttnn_ulp_match
i1,bf16,ttnn,,,ttnn,,,0.5,7.4,0.5,7.4,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/i1/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/i1.png,ttnn_ref
identity,bf16,fastest_ttnn_ulp_match,identity_p10_s1_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/identity_p10_s1_uniform_any_ulp.csv,poly,10,1,0.0,0.13,1.7540579766176321e-38,0.16,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/identity/fastest_ttnn_ulp_match_identity_p10_s1_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/identity.png,ttnn_ulp_match
identity,bf16,ttnn,,,ttnn,,,1.7540579766176321e-38,0.16,1.7540579766176321e-38,0.16,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/identity/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/identity.png,ttnn_ref
leaky_relu,bf16,fastest_min_ulp,leaky_relu_p1_s2_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/leaky_relu_p1_s2_uniform_any_ulp.csv,poly,1,2,0.0,1.81,,,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/leaky_relu/fastest_min_ulp_leaky_relu_p1_s2_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/leaky_relu.png,fallback_min_ulp
lgamma,bf16,fastest_ttnn_ulp_match,lgamma_n6d4_s1_uniform_rational_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/lgamma_n6d4_s1_uniform_rational_ulp.csv,rational,6d4,1,1.0,3.42,1.0,13.48,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/lgamma/fastest_ttnn_ulp_match_lgamma_n6d4_s1_uniform_rational_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/lgamma.png,ttnn_ulp_match
lgamma,bf16,ttnn,,,ttnn,,,1.0,13.48,1.0,13.48,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/lgamma/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/lgamma.png,ttnn_ref
log,bf16,fastest_ttnn_ulp_match,log_p2_s16_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/log_p2_s16_uniform_any_ulp.csv,exponent_alu_log2,2,16,1.0,2.16,1.0,2.32,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/log/fastest_ttnn_ulp_match_log_p2_s16_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/log.png,ttnn_ulp_match
log,bf16,ttnn,,,ttnn,,,1.0,2.32,1.0,2.32,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/log/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/log.png,ttnn_ref
log10,bf16,fastest_ttnn_ulp_match,log10_p3_s16_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/log10_p3_s16_uniform_any_ulp.csv,exponent_alu_log2,3,16,0.5,2.26,0.5,2.48,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/log10/fastest_ttnn_ulp_match_log10_p3_s16_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/log10.png,ttnn_ulp_match
log10,bf16,ttnn,,,ttnn,,,0.5,2.48,0.5,2.48,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/log10/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/log10.png,ttnn_ref
log1p,bf16,fastest_ttnn_ulp_match,log1p_p2_s1_uniform_fpminimax_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/log1p_p2_s1_uniform_fpminimax_ulp.csv,exponent_alu_log2,2,1,1.0,2.26,1.0,2.43,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/log1p/fastest_ttnn_ulp_match_log1p_p2_s1_uniform_fpminimax_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/log1p.png,ttnn_ulp_match
log1p,bf16,ttnn,,,ttnn,,,1.0,2.43,1.0,2.43,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/log1p/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/log1p.png,ttnn_ref
log2,bf16,fastest_ttnn_ulp_match,log2_p3_s1_uniform_fpminimax_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/log2_p3_s1_uniform_fpminimax_ulp.csv,exponent_alu_log2,3,1,1.0,2.26,1.0,2.47,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/log2/fastest_ttnn_ulp_match_log2_p3_s1_uniform_fpminimax_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/log2.png,ttnn_ulp_match
log2,bf16,ttnn,,,ttnn,,,1.0,2.47,1.0,2.47,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/log2/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/log2.png,ttnn_ref
logit,bf16,fastest_ttnn_ulp_match,logit_n4d4_s1_uniform_rational_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/logit_n4d4_s1_uniform_rational_ulp.csv,rational,4d4,1,1.0,3.04,1.0,5.4,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/logit/fastest_ttnn_ulp_match_logit_n4d4_s1_uniform_rational_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/logit.png,ttnn_ulp_match
logit,bf16,ttnn,,,ttnn,,,1.0,5.4,1.0,5.4,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/logit/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/logit.png,ttnn_ref
logsigmoid,bf16,fastest_min_ulp,logsigmoid_n5d5_s2_uniform_rational_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/logsigmoid_n5d5_s2_uniform_rational_ulp.csv,rational,5d5,2,0.0,5.46,,,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/logsigmoid/fastest_min_ulp_logsigmoid_n5d5_s2_uniform_rational_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/logsigmoid.png,fallback_min_ulp
mish,bf16,fastest_ttnn_ulp_match,mish_p9_s2_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/mish_p9_s2_uniform_any_ulp.csv,poly,9,2,0.25,3.27,0.25,4.31,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/mish/fastest_ttnn_ulp_match_mish_p9_s2_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/mish.png,ttnn_ulp_match
mish,bf16,ttnn,,,ttnn,,,0.25,4.31,0.25,4.31,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/mish/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/mish.png,ttnn_ref
multigammaln,bf16,fastest_ttnn_ulp_match,multigammaln_p1_s1_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/multigammaln_p1_s1_uniform_any_ulp.csv,poly,1,1,94.25,1.72,127.0,0.13,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/multigammaln/fastest_ttnn_ulp_match_multigammaln_p1_s1_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/multigammaln.png,ttnn_ulp_match
multigammaln,bf16,ttnn,,,ttnn,,,127.0,0.13,127.0,0.13,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/multigammaln/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/multigammaln.png,ttnn_ref
polygamma,bf16,fastest_min_ulp,polygamma_p11_s32_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/polygamma_p11_s32_uniform_any_ulp.csv,poly,11,32,16.0,25.98,,,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/polygamma/fastest_min_ulp_polygamma_p11_s32_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/polygamma.png,fallback_min_ulp
prelu,bf16,fastest_min_ulp,prelu_p13_s2_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/prelu_p13_s2_uniform_any_ulp.csv,poly,13,2,0.0,1.8,,,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/prelu/fastest_min_ulp_prelu_p13_s2_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/prelu.png,fallback_min_ulp
relu,bf16,fastest_ttnn_ulp_match,relu_p1_s2_uniform_any_mae.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/relu_p1_s2_uniform_any_mae.csv,poly,1,2,0.0,1.79,0.0,1.72,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/relu/fastest_ttnn_ulp_match_relu_p1_s2_uniform_any_mae.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/relu.png,ttnn_ulp_match
relu,bf16,ttnn,,,ttnn,,,0.0,1.72,0.0,1.72,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/relu/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/relu.png,ttnn_ref
relu6,bf16,fastest_ttnn_ulp_match,relu6_p1_s3_uniform_any_mae.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/relu6_p1_s3_uniform_any_mae.csv,poly,1,3,0.0,1.89,0.0,1.84,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/relu6/fastest_ttnn_ulp_match_relu6_p1_s3_uniform_any_mae.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/relu6.png,ttnn_ulp_match
relu6,bf16,ttnn,,,ttnn,,,0.0,1.84,0.0,1.84,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/relu6/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/relu6.png,ttnn_ref
relu_max,bf16,fastest_min_ulp,relu_max_p1_s3_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/relu_max_p1_s3_uniform_any_ulp.csv,poly,1,3,0.0,1.9,,,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/relu_max/fastest_min_ulp_relu_max_p1_s3_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/relu_max.png,fallback_min_ulp
relu_min,bf16,fastest_min_ulp,relu_min_p1_s2_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/relu_min_p1_s2_uniform_any_ulp.csv,poly,1,2,0.0,1.79,,,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/relu_min/fastest_min_ulp_relu_min_p1_s2_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/relu_min.png,fallback_min_ulp
rsqrt,bf16,fastest_ttnn_ulp_match,rsqrt_p10_s2_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/rsqrt_p10_s2_uniform_any_ulp.csv,newton_root,10,2,0.0,2.02,0.0,2.47,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/rsqrt/fastest_ttnn_ulp_match_rsqrt_p10_s2_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/rsqrt.png,ttnn_ulp_match
rsqrt,bf16,ttnn,,,ttnn,,,0.0,2.47,0.0,2.47,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/rsqrt/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/rsqrt.png,ttnn_ref
selu,bf16,fastest_ttnn_ulp_match,selu_p11_s2_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/selu_p11_s2_uniform_any_ulp.csv,poly,11,2,0.0,2.8,3.2766905029171264e-37,3.63,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/selu/fastest_ttnn_ulp_match_selu_p11_s2_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/selu.png,ttnn_ulp_match
selu,bf16,ttnn,,,ttnn,,,3.2766905029171264e-37,3.63,3.2766905029171264e-37,3.63,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/selu/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/selu.png,ttnn_ref
sigmoid,bf16,fastest_ttnn_ulp_match,sigmoid_p2_s32_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/sigmoid_p2_s32_uniform_any_ulp.csv,exponent_alu_exp2,2,32,0.5,2.46,0.5,2.89,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/sigmoid/fastest_ttnn_ulp_match_sigmoid_p2_s32_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/sigmoid.png,ttnn_ulp_match
sigmoid,bf16,ttnn,,,ttnn,,,0.5,2.89,0.5,2.89,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/sigmoid/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/sigmoid.png,ttnn_ref
sigmoid_accurate,bf16,fastest_ttnn_ulp_match,sigmoid_accurate_p2_s1_uniform_fpminimax_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/sigmoid_accurate_p2_s1_uniform_fpminimax_ulp.csv,exponent_alu_exp2,2,1,0.5,2.47,0.5,2.93,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/sigmoid_accurate/fastest_ttnn_ulp_match_sigmoid_accurate_p2_s1_uniform_fpminimax_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/sigmoid_accurate.png,ttnn_ulp_match
sigmoid_accurate,bf16,ttnn,,,ttnn,,,0.5,2.93,0.5,2.93,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/sigmoid_accurate/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/sigmoid_accurate.png,ttnn_ref
silu,bf16,fastest_ttnn_ulp_match,silu_p12_s2_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/silu_p12_s2_uniform_any_ulp.csv,poly,12,2,0.25,3.85,0.25,3.11,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/silu/fastest_ttnn_ulp_match_silu_p12_s2_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/silu.png,ttnn_ulp_match
silu,bf16,ttnn,,,ttnn,,,0.25,3.11,0.25,3.11,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/silu/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/silu.png,ttnn_ref
sin,bf16,fastest_ttnn_ulp_match,sin_p10_s1_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/sin_p10_s1_uniform_any_ulp.csv,trig,10,1,0.0,2.87,0.0,2.35,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/sin/fastest_ttnn_ulp_match_sin_p10_s1_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/sin.png,ttnn_ulp_match
sin,bf16,ttnn,,,ttnn,,,0.0,2.35,0.0,2.35,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/sin/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/sin.png,ttnn_ref
sinh,bf16,fastest_ttnn_ulp_match,sinh_n14d2_s1_uniform_rational_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/sinh_n14d2_s1_uniform_rational_ulp.csv,rational,14d2,1,0.0,3.04,0.0,3.25,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/sinh/fastest_ttnn_ulp_match_sinh_n14d2_s1_uniform_rational_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/sinh.png,ttnn_ulp_match
sinh,bf16,ttnn,,,ttnn,,,0.0,3.25,0.0,3.25,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/sinh/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/sinh.png,ttnn_ref
softplus,bf16,fastest_ttnn_ulp_match,softplus_p10_s2_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/softplus_p10_s2_uniform_any_ulp.csv,poly,10,2,0.12,3.3,0.125,5.31,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/softplus/fastest_ttnn_ulp_match_softplus_p10_s2_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/softplus.png,ttnn_ulp_match
softplus,bf16,ttnn,,,ttnn,,,0.125,5.31,0.125,5.31,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/softplus/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/softplus.png,ttnn_ref
softshrink,bf16,fastest_ttnn_ulp_match,softshrink_p1_s3_uniform_any_mae.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/softshrink_p1_s3_uniform_any_mae.csv,poly,1,3,0.0,2.0,0.0,1.91,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/softshrink/fastest_ttnn_ulp_match_softshrink_p1_s3_uniform_any_mae.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/softshrink.png,ttnn_ulp_match
softshrink,bf16,ttnn,,,ttnn,,,0.0,1.91,0.0,1.91,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/softshrink/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/softshrink.png,ttnn_ref
softsign,bf16,fastest_ttnn_ulp_match,softsign_n1d1_s2_uniform_rational_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/softsign_n1d1_s2_uniform_rational_ulp.csv,rational,1d1,2,0.0,2.17,1.0,1.96,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/softsign/fastest_ttnn_ulp_match_softsign_n1d1_s2_uniform_rational_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/softsign.png,ttnn_ulp_match
softsign,bf16,ttnn,,,ttnn,,,1.0,1.96,1.0,1.96,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/ttnn/bf16/softsign/ttnn.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/softsign.png,ttnn_ref
sqrt,bf16,fastest_ttnn_ulp_match,sqrt_p10_s1_uniform_any_ulp.csv,/Users/nachiket/workspace/tt-polynomial-fitter/data/coefficients/sqrt_p10_s1_uniform_any_ulp.csv,newton_root,10,1,0.0,2.16,0.0,2.28,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/data/dumps/frontier/bf16/sqrt/fastest_ttnn_ulp_match_sqrt_p10_s1_uniform_any_ulp.npz,/Users/nachiket/workspace/tt-metal/tt_metal/programming_examples/generic_lut_activation_embedded/results/frontier/bf16/plots/ulp_by_input/bf16/sqrt.png,ttnn_ulp_match
